Lake	Species	Year	Length	Weight	THg	d15N	d13C	Sex	Age	THg_old
Tollreien	Perch	2011	11.6	16	0.588	6.99	-30.5	M	6	
Tollreien	Perch	2011	13	22	0.402	7.17	-31.04	F	6	
Tollreien	Perch	2011	12.5	22	0.403	6.63	-30.4	M	6	
Tollreien	Perch	2011	13	24	0.259	6.27	-28.97	M	3	
Tollreien	Perch	2011	13.6	26	0.322	6.37	-30.76	F	4	
Tollreien	Perch	2011	13.6	29	0.137	5.6	-30.62	M	3	
Tollreien	Perch	2011	14.3	27	0.661	7.11	-29.93	F	8	
Tollreien	Perch	2011	14.7	33	0.297	6.8	-29.08	F	7	
Tollreien	Perch	2011	13.5	28	0.196	6.64	-30.16	M	3	
Tollreien	Perch	2011	15.6	37	0.436	7.21	-28.87	F	10	
Tollreien	Perch	2011	13.8	28	0.258	6.65	-30.87	F	3	
Tollreien	Perch	2011	15.6	37	0.486	7.13	-28.59	F	8	
Tollreien	Perch	2011	15.5	46	0.615	8.3	-30.07	M	7	
Tollreien	Perch	2011	15	39	0.214	6.77	-31.15	F	5	
Tollreien	Perch	2011	14.8	39	0.262	6.46	-30.18	F	5	
Tollreien	Perch	2011	15.8	45	0.475	7.19	-28.55	F	9	
Tollreien	Perch	2011	20	76	0.51	8.09	-29.79	F	7	
Tollreien	Perch	2011	21.6	113	0.62	8.18	-29.84	F	10	
Tollreien	Perch	2011	19.8	105	0.498	6.91	-29.57	M	6	
Tollreien	Perch	2011	22.6	150	0.646	7.93	-28.48	F	10	
Breidtjern	Perch	2012	19.4	75.1	0.606	7.22	-27.45	M	11	
Breidtjern	Perch	2012	16.2	39.7	0.387	6.73	-27.9	M	5	
Breidtjern	Perch	2012	16.2	38	0.502	6.22	-27.96	M	4	
Breidtjern	Perch	2012	17.1	51.2	0.363	5.69	-26.62	F	4	
Breidtjern	Perch	2012	19	65.2	0.461	6.74	-27.68	F	6	
Breidtjern	Perch	2012	22	92.1	0.668	6.7	-27.37	F	9	
Breidtjern	Perch	2012	12.6	17.8	0.266	6.37	-28.39	F	3	
Breidtjern	Perch	2012	19.7	63.3	0.711	7.3	-27.36	M	8	
Breidtjern	Perch	2012	13.7	24	0.427	6.18	-28.07	F	3	
Breidtjern	Perch	2012	14	26.7	0.264	5.61	-27.36	F	3	
Breidtjern	Perch	2012	6.9	2.8	0.142	6.53	-27.54	F	0	
Breidtjern	Perch	2012	13.8	25.3	0.446	4.89	-28.69	M	4	
Breidtjern	Perch	2012	16.8	49.7	0.664	6.84	-27.7	M	4	
Breidtjern	Perch	2012	11	10.5	0.17	4.88	-28.18	F	1	
Breidtjern	Perch	2012	10.4	9.8	0.211	5.14	-27.67	F	1	
Breidtjern	Perch	2012	9.3	8.1	0.208	5.07	-28.58	M	1	
Breidtjern	Perch	2012	6.5	2.4	0.133	4.37	-30.37	n.a.	0	
Breidtjern	Perch	2012	14.2	26.4	0.384	5.24	-28.69	F	3	
Breidtjern	Perch	2012	6.1	2.1	0.127	4.86	-29.86	n.a.	0	
Breidtjern	Perch	2012	14.8	32.9	0.36	5.81	-28.18	F	3	
Breidtjern	Perch	2012	6	1.9	0.133	4.87	-28.09	n.a.	0	
Breidtjern	Perch	2012	10.2	9.4	0.225	5.27	-27.73	M	1	
Breidtjern	Perch	2012	12.9	18.9	0.349	5.97	-28.4	F	3	
Breidtjern	Perch	2012	10	10.5	0.198	5.05	-28.14	F	1	
Breidtjern	Perch	2012	16.2	39.7	0.432	6.49	-27.8	M	5	
Breidtjern	Perch	2012	12.8	18.6	0.294	5.66	-28.26	F	3	
Breidtjern	Perch	2012	6.7	2.4	0.179	5.69	-28.28	n.a.	0	
Breidtjern	Perch	2012	14.3	27.5	0.353	5.53	-28.12	F	3	
Breidtjern	Perch	2012	15.5	35.5	0.686	6.32	-27.96	M	4	
Breidtjern	Perch	2012	14.8	28	0.444	7.06	-28.54	M	4	
Breidtjern	Perch	2012	12.8	20	0.373	5.92	-28.46	M	3	
Breidtjern	Perch	2012	14.7	26.4	0.331	5.74	-28.47	M	3	
Breidtjern	Perch	2012	11.4	13.8	0.203	4.83	-28.42	F	2	
Breidtjern	Perch	2012	12.4	15.8	0.446	5.51	-28.16	M	3	
Tollreien	Perch	2012	18.4	61.1	0.481	7.07	-29.86			
Tollreien	Perch	2012	23.3	151.8	0.541	8.49	-30.03			
Tollreien	Perch	2012	17.2	51	0.249	6.18	-29.37			
Tollreien	Perch	2012	24.4	174.5	0.465	7.79	-29.34			
Tollreien	Perch	2012	14.6	31.2	0.347	6.62	-29.57			
Tollreien	Perch	2012	14.7	29.8	0.478	7	-29.86			
Tollreien	Perch	2012	13.4	22.8	0.306	8.3	-30.59			
Tollreien	Perch	2012	9	6.1	0.209	6.76	-30.66			
Tollreien	Perch	2012	10.3	9.4	0.266	7.22	-30.27			
Tollreien	Perch	2012	11	12.2	0.263	6.76	-30.57			
Tollreien	Perch	2012	10.6	11.3	0.248	6.95	-30.56			
Tollreien	Perch	2012	10.8	11.7	0.279	6.93	-30.21			
Tollreien	Perch	2012	12.7	19.6	0.3	6.76	-30.65			
Tollreien	Perch	2012	13.5	24.2	0.324	7.09	-30.43			
Tollreien	Perch	2012	13.9	21.6	0.334	7.79	-30.01			
Tollreien	Perch	2012	13.8	23.3	0.372	8.53	-30.71			
Tollreien	Perch	2012	13.7	20.1	0.563	7.39	-30.19			
Tollreien	Perch	2012	25.3	174.9	0.984	8.6	-29.19			
Tollreien	Perch	2012	39.3	874.6	2.003	9.94	-28.86			
Tollreien	Perch	2012	42.1	948	2.6	10.37	-29.03			
Breidtjern	Perch	2013	18	57.6	0.627			F		
Breidtjern	Perch	2013	15.5	42	0.562			F		
Breidtjern	Perch	2013	16.5	50.8	0.405			M		
Breidtjern	Perch	2013	10.8	11.1	0.204			M		
Breidtjern	Perch	2013	17	45.2	0.68			F		
Breidtjern	Perch	2013	12.8	18.9	0.269			M		
Breidtjern	Perch	2013	19.5	69.6	0.846			F		
Breidtjern	Perch	2013	15	41.3	0.525			M		
Breidtjern	Perch	2013	12.9	18.5	0.245			F		
Breidtjern	Perch	2013	18.5	68	0.341			F		
Breidtjern	Perch	2013	14.5	38	0.285			M		
Breidtjern	Perch	2013	12.2	16.5	0.243			M		
Breidtjern	Perch	2013	13.4	19	0.362			F		
Breidtjern	Perch	2013	15	37.8	0.604			M		
Breidtjern	Perch	2013	13	21	0.335			M		
Breidtjern	Perch	2013	12	17	0.261			M		
Breidtjern	Perch	2013	12.1	15.1	0.271			M		
Breidtjern	Perch	2013	11	12.7	0.276			F		
Breidtjern	Perch	2013	12	18.1	0.343			M		
Breidtjern	Perch	2013	18.5	71.2	0.429			M		
Breidtjern	Perch	2013	11.8	17.2	0.294			M		
Breidtjern	Perch	2013	14.5	36.8	0.367			M		
Breidtjern	Perch	2013	13	21	0.487			M		
Breidtjern	Perch	2013	11.5	12.3	0.295			F		
Breidtjern	Perch	2013	12	17.3	0.284			M		
Tollreien	Perch	2013	8.5	5.5	0.199					
Tollreien	Perch	2013	8.5	5.4	0.196					
Tollreien	Perch	2013	9.5	7.2	0.19					
Tollreien	Perch	2013	9.4	7.1	0.146					
Tollreien	Perch	2013	9	6.5	0.204					
Tollreien	Perch	2013	9.5	7.4	0.217					
Tollreien	Perch	2013	9.3	7	0.198					
Tollreien	Perch	2013	9.8	8.2	0.185					
Tollreien	Perch	2013	10	10.1	0.173					
Tollreien	Perch	2013	11.4	14.2	0.332					
Tollreien	Perch	2013	12.7	20.2	0.551					
Tollreien	Perch	2013	12.9	20.3	0.27					
Tollreien	Perch	2013	12.6	19.3	0.308					
Tollreien	Perch	2013	12.9	20.4	0.28					
Tollreien	Perch	2013	13.5	25.1	0.336					
Tollreien	Perch	2013	15.3	30.5	0.636					
Tollreien	Perch	2013	22.8	132.2	0.832					
Tollreien	Perch	2014	14.5	31	0.347					
Tollreien	Perch	2014	12.7	18.5	0.445					
Tollreien	Perch	2014	11.3	15.1	0.281					
Tollreien	Perch	2014	14.5	27.9	0.61					
Tollreien	Perch	2014	13	23.3	0.26					
Tollreien	Perch	2014	17.2	54.5	0.457					
Tollreien	Perch	2014	11.5	15	0.262					
Tollreien	Perch	2014	12.4	21.5	0.364					
Tollreien	Perch	2014	13.2	23.2	0.353					
Tollreien	Perch	2014	12	17.8	0.25					
Tollreien	Perch	2014	13.6	23.8	0.424					
Tollreien	Perch	2014	11.4	14.3	0.258					
Tollreien	Perch	2014	10.2	9.6	0.277					
Breidtjern	Perch	2014	12.1	17.8	0.224			F		
Breidtjern	Perch	2014	12.8	23.5	0.422			F		
Breidtjern	Perch	2014	13.8	26.8	0.324			F		
Breidtjern	Perch	2014	12.5	21.2	0.326			M		
Breidtjern	Perch	2014	18.1	62.9	0.48			F		
Breidtjern	Perch	2014	11.5	16.7	0.429			M		
Breidtjern	Perch	2014	8.5	6.8	0.182			M		
Breidtjern	Perch	2014	13.6	29.1	0.357			M		
Breidtjern	Perch	2014	13.9	28.2	0.544			M		
Breidtjern	Perch	2014	15.2	39.4	0.495			M		
Breidtjern	Perch	2014	14.8	31.2	0.313			F		
Breidtjern	Perch	2014	12.9	22.1	0.483			M		
Breidtjern	Perch	2014	12	16.2	0.356			M		
Breidtjern	Perch	2014	13.7	26.3	0.399			M		
Breidtjern	Perch	2014	13.7	25.7	0.301			F		
Breidtjern	Perch	2014	13	23.7	0.336			F		
Breidtjern	Perch	2014	7.9	4.7	0.18			F		
Breidtjern	Perch	2014	11.6	15.9	0.244			F		
Breidtjern	Perch	2014	7.5	4.8	0.18			M		
Breidtjern	Perch	2014	13.8	24.4	0.37			F		
Breidtjern	Perch	2014	14.7	35.4	0.277			F		
Breidtjern	Perch	2014	15.4	39.6	0.318			M		
Breidtjern	Perch	2014	12.2	17.1	0.22			F		
Breidtjern	Perch	2014	11.4	14.7	0.212			F		
Breidtjern	Perch	2014	12.1	18.6	0.225			M		
Breidtjern	Perch	2014	11.8	19.9	0.329			M		
Breidtjern	Perch	2014	11	14.4	0.207			M		
Breidtjern	Perch	2014	10.9	14.4	0.235			F		
Tollreien	Perch	1991	30.1	354	1.2					
Tollreien	Perch	1991	26.3	252	0.92					
Tollreien	Perch	2008	37.5	981	2.07	9.47	-28.94			
Breidtjern	Perch	2015	7.1	3.5	0.062					
Breidtjern	Perch	2015	6.1	2.7	0.057					
Breidtjern	Perch	2015	6.3	3.1	0.058					
Breidtjern	Perch	2015	6.8	3.1	0.072					
Breidtjern	Perch	2015	11	14.2	0.12			M		
Breidtjern	Perch	2015	14.5	31.1	0.467			F		
Breidtjern	Perch	2015	14.1	24.7	0.288			F		
Breidtjern	Perch	2015	12.2	17.6	0.227			M		
Breidtjern	Perch	2015	14	31.1	0.361			F		
Breidtjern	Perch	2015	14.6	28.4	0.586			M		
Breidtjern	Perch	2015	12.8	19.1	0.27			M		
Breidtjern	Perch	2015	14.4	29.7	0.462			M		
Breidtjern	Perch	2015	14.4	28.1	0.322					
Breidtjern	Perch	2015	6.1	2.6	0.064					
Breidtjern	Perch	2015	6.4	2.9	0.08					
Breidtjern	Perch	2015	6.5	2.6	0.072					
Breidtjern	Perch	2015	6.4	3.1	0.068					
Breidtjern	Perch	2015	10.3	11.9	0.163			M		
Breidtjern	Perch	2015	11	13.6	0.135			M		
Breidtjern	Perch	2015	12.6	21.7	0.458			M		
Breidtjern	Perch	2015	14.2	29.1	0.498			M		
Breidtjern	Perch	2015	14.7	32.3	0.31			F		
Breidtjern	Perch	2015	16.7	46.7	0.392			F		
Breidtjern	Perch	2015	15	33.2	0.55			F		
Breidtjern	Perch	2015	14.7	28.8	0.518			F		
Breidtjern	Perch	2015	17	45.7	0.387			F		
Tollreien	Perch	2015	13	21.4	0.38					
Tollreien	Perch	2015	12.6	19.6	0.444					
Tollreien	Perch	2015	12.3	17	0.236					
Tollreien	Perch	2015	13.2	22.4	0.181					
Tollreien	Perch	2015	8.9	10	0.237					
Tollreien	Perch	2015	12.8	17.5	0.59					
Tollreien	Perch	2015	13.9	27.7	0.246					
Tollreien	Perch	2015	11.4	13.2	0.244					
Tollreien	Perch	2015	13.5	20.1	0.313					
Tollreien	Perch	2015	13.1	20.4	0.324					
Tollreien	Perch	2015	12.6	18.9	0.548					
Tollreien	Perch	2015	22	115.7	0.546					
Tollreien	Perch	2015	17.4	47.7	0.367					
